MRS-DB-00014;PRODUCTIONREADY;2018-04-06;PRODUCTION;I-SYS-IN-DST-SMD-UNI-CMA-L2UNIX;AIX;7.1.0.0;;IAM#PRD#DATA11G;4-Critical;CH10006863
CH10006864
CH10006865
/CMAS-CAT-000966;;2017-05-11;;ORACLE;Oracle Database 10g Enterprise Edition;Release 10.2.0.5.0 - 64bit Production;IAM;;;;;; 
MRS-DB-00014;PRODUCTIONREADY;2018-04-06;PRODUCTION;I-SYS-IN-DST-SMD-UNI-CMA-L2UNIX;AIX;7.1.0.0;;IAM#PRD#DATA11G;4-Critical;CH10006863
CH10006864
CH10006865
/CMAS-CAT-000966;;2017-05-11;;ORACLE;Oracle Database 11g Enterprise Edition;Release 11.2.0.4.0 - 64bit Production;PERU_PRD;;;;;; 
